key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2011-01-24 18:05:00.00000025,9.3,2011-01-24 18:05:00 UTC,-73.983768,40.738037,-73.982185,40.757298,1
2013-04-23 20:57:00.00000029,5,2013-04-23 20:57:00 UTC,-73.967943,40.799842,-73.96482,40.810153,1
2011-01-09 03:01:00.000000167,16.5,2011-01-09 03:01:00 UTC,-73.983637,40.760198,-73.942912,40.824983,2
2010-04-07 04:15:00.00000012,8.1,2010-04-07 04:15:00 UTC,-74.002312,40.733603,-73.985807,40.762793,2
2013-11-05 16:53:00.00000052,51.83,2013-11-05 16:53:00 UTC,-73.863982,40.769815,-74.009212,40.715652,1
2012-09-22 08:55:00.00000059,6,2012-09-22 08:55:00 UTC,-73.981315,40.737235,-73.995363,40.727147,1
2014-07-02 11:13:00.000000172,8.5,2014-07-02 11:13:00 UTC,-73.99502,40.760252,-73.99167,40.750097,1
2015-03-02 18:24:00.0000001,6.5,2015-03-02 18:24:00 UTC,-73.983558654785156,40.7229118347168,-73.983558654785156,40.7229118347168,1
2012-10-25 09:54:00.000000110,6,2012-10-25 09:54:00 UTC,-73.988803,40.742032,-73.991405,40.729857,1
2011-07-21 13:19:22.0000003,20.1,2011-07-21 13:19:22 UTC,-73.977673,40.73402,-73.956222,40.803914,1
2012-01-26 11:33:26.0000003,6.9,2012-01-26 11:33:26 UTC,-73.959988,40.773705,-73.946316,40.772626,1
2014-10-12 08:03:21.0000001,10.5,2014-10-12 08:03:21 UTC,-73.954558,40.774135,-73.987196,40.761023,1
2009-08-01 07:36:00.00000035,12.1,2009-08-01 07:36:00 UTC,-73.948088,40.78994,-73.937205,40.827587,4
2011-02-22 07:28:00.00000074,3.7,2011-02-22 07:28:00 UTC,-73.976793,40.756102,-73.977407,40.762525,1
2009-01-17 14:19:00.000000123,7.7,2009-01-17 14:19:00 UTC,-73.988357,40.756992,-73.99368,40.753683,5
2013-08-20 04:58:00.00000019,30.33,2013-08-20 04:58:00 UTC,-73.955457,40.819867,-73.86548,40.770825,5
2014-03-19 22:50:00.000000215,5.5,2014-03-19 22:50:00 UTC,-73.98308,40.744015,-73.996143,40.737145,1
2014-06-12 22:57:00.000000159,7,2014-06-12 22:57:00 UTC,-73.969208,40.676828,-73.956772,40.65964,1
2014-10-29 07:35:00.000000127,9,2014-10-29 07:35:00 UTC,-73.972208,40.78133,-73.951677,40.769692,2
2011-06-13 10:17:04.0000001,5.7,2011-06-13 10:17:04 UTC,-73.976535,40.763928,-73.968834,40.768972,1
2010-02-15 22:58:00.000000137,8.5,2010-02-15 22:58:00 UTC,-74.007758,40.715495,-73.980757,40.739275,5
2009-07-31 10:09:00.000000113,8.9,2009-07-31 10:09:00 UTC,-73.977467,40.752592,-73.953405,40.765578,5
2012-04-16 10:51:00.00000084,4.9,2012-04-16 10:51:00 UTC,-73.981982,40.74335,-73.987977,40.749297,1
2013-03-07 08:35:31.0000002,14,2013-03-07 08:35:31 UTC,-73.953286,40.776688,-73.974011,40.754226,1
2009-01-24 18:58:00.000000187,7.3,2009-01-24 18:58:00 UTC,-74.011472,40.702788,-73.99475,40.719605,1
2010-06-11 06:41:58.0000003,8.9,2010-06-11 06:41:58 UTC,-73.997427,40.727494,-73.976468,40.741895,1
2011-12-23 17:12:00.000000159,6.5,2011-12-23 17:12:00 UTC,-74.000708,40.731917,-73.98767,40.74979,1
2013-02-02 14:52:00.000000207,10.5,2013-02-02 14:52:00 UTC,-73.97859,40.786002,-73.962263,40.770332,1
2012-10-10 22:56:00.00000037,9.5,2012-10-10 22:56:00 UTC,-74.005953,40.735257,-73.992107,40.767538,1
2013-06-30 14:14:36.0000002,22,2013-06-30 14:14:36 UTC,0,0,0,0,1
2011-01-22 21:58:52.0000001,4.5,2011-01-22 21:58:52 UTC,-73.937737,40.811284,-73.937801,40.811179,1
2009-12-03 20:12:00.000000148,4.1,2009-12-03 20:12:00 UTC,-73.985515,40.756967,-73.991272,40.75054,3
2012-01-30 01:48:02.0000001,16.5,2012-01-30 01:48:02 UTC,-73.994507,40.750485,-73.964108,40.719301,1
2013-10-07 23:09:22.0000001,11,2013-10-07 23:09:22 UTC,-74.005327,40.728131,-73.989551,40.702068,1
2014-09-28 16:54:00.000000123,6.5,2014-09-28 16:54:00 UTC,-73.991715,40.751542,-73.991412,40.74445,1
2014-11-06 20:48:30.0000003,5.5,2014-11-06 20:48:30 UTC,-73.9836,40.773638,-73.991969,40.769901,3
2012-02-19 12:37:22.0000001,5.3,2012-02-19 12:37:22 UTC,-73.980992,40.750474,-73.985308,40.738572,1
2012-06-15 16:11:00.000000129,10.1,2012-06-15 16:11:00 UTC,-73.947855,40.790113,-73.969533,40.757568,1
2011-04-26 16:35:00.000000140,5.3,2011-04-26 16:35:00 UTC,-73.946078,40.807083,-73.958703,40.800873,1
2014-11-15 21:31:00.00000034,18,2014-11-15 21:31:00 UTC,-73.99623,40.72222,-73.98816,40.75924,5
2009-01-22 10:01:00.00000099,3.7,2009-01-22 10:01:00 UTC,-73.988428,40.776617,-73.990713,40.770912,1
2013-05-22 18:21:00.000000162,4,2013-05-22 18:21:00 UTC,40.74483,-74.008407,40.741637,-74.007142,5
2012-11-09 02:52:00.00000058,15.5,2012-11-09 02:52:00 UTC,-73.98585,40.74234,-73.961335,40.780142,5
2009-10-07 10:19:38.0000003,8.9,2009-10-07 10:19:38 UTC,-73.973825,40.743468,-73.974558,40.742157,1
2011-08-24 19:15:41.0000001,5.7,2011-08-24 19:15:41 UTC,-74.002991,40.739973,-74.001378,40.751764,1
2014-11-24 17:48:25.0000001,20,2014-11-24 17:48:25 UTC,-73.959274,40.78025,-74.006276,40.743762,1
2011-10-06 21:07:00.000000249,10.5,2011-10-06 21:07:00 UTC,-73.946268,40.772778,-73.978898,40.734607,1
2012-09-14 22:26:33.0000002,11,2012-09-14 22:26:33 UTC,-74.00059,40.73725,-73.981087,40.763492,1
2013-04-21 14:55:00.000000212,7,2013-04-21 14:55:00 UTC,-73.970352,40.764732,-73.977265,40.75344,1
2012-07-28 14:47:04.0000001,7.3,2012-07-28 14:47:04 UTC,-73.940772,40.805886,-73.953543,40.787743,2
2013-08-17 04:57:10.0000003,12,2013-08-17 04:57:10 UTC,-73.95979,40.715929,-73.963803,40.677357,1
2013-06-23 13:06:00.000000163,12.5,2013-06-23 13:06:00 UTC,-73.986342,40.734382,-73.949532,40.776587,6
2010-05-03 12:58:54.0000003,6.1,2010-05-03 12:58:54 UTC,-73.973769,40.754217,-73.988243,40.75002,1
2012-12-29 04:14:29.0000003,7,2012-12-29 04:14:29 UTC,-74.000787,40.718523,-74.009017,40.707068,1
2013-02-25 20:02:16.0000001,5,2013-02-25 20:02:16 UTC,-73.981747,40.757775,-73.985317,40.763902,1
2015-04-12 02:24:28.0000002,5,2015-04-12 02:24:28 UTC,-73.979942321777344,40.783985137939453,-73.9824447631836,40.774520874023438,3
2012-07-22 16:16:21.0000003,35.3,2012-07-22 16:16:21 UTC,-73.980971,40.774933,-73.86542,40.770706,1
2013-11-05 20:47:00.000000189,24.5,2013-11-05 20:47:00 UTC,-74.014267,40.715082,-73.951755,40.770035,2
2010-11-10 08:52:00.000000219,34.269999999999996,2010-11-10 08:52:00 UTC,-73.97609,40.748675,-73.861378,40.768065,2
2010-01-07 11:57:00.000000186,4.1,2010-01-07 11:57:00 UTC,-73.978798,40.772303,-73.98543,40.768308,6
2011-12-05 02:08:00.00000012,16.9,2011-12-05 02:08:00 UTC,-73.991463,40.744813,-73.907932,40.774165,1
2013-07-20 21:10:56.0000002,6.5,2013-07-20 21:10:56 UTC,-73.986633,40.767015,-73.996691,40.760009,1
2012-05-01 19:02:05.0000004,6.1,2012-05-01 19:02:05 UTC,-73.974259,40.750375,-73.960386,40.767961,1
2014-08-16 12:54:21.0000003,9,2014-08-16 12:54:21 UTC,-73.999085,40.739476,-73.99772,40.724405,1
2010-03-08 02:00:00.00000016,8.9,2010-03-08 02:00:00 UTC,-73.95179,40.781298,-73.922162,40.810242,5
2010-08-22 06:02:21.0000001,12.9,2010-08-22 06:02:21 UTC,-73.999893,40.728419,-73.944359,40.695178,1
2010-11-26 22:46:00.00000014,5.7,2010-11-26 22:46:00 UTC,-73.977423,40.774313,-73.964593,40.77022,6
2013-06-06 02:22:04.0000001,9.5,2013-06-06 02:22:04 UTC,-74.008214,40.741028,-73.984257,40.73312,1
2011-11-07 21:36:30.0000003,31.3,2011-11-07 21:36:30 UTC,-73.9801,40.751,-73.8346,40.7069,1
2013-12-26 22:57:00.00000045,7.5,2013-12-26 22:57:00 UTC,-74.00052,40.73241,-73.98364,40.74533,2
2009-10-11 22:01:00.00000035,8.5,2009-10-11 22:01:00 UTC,-73.991487,40.750355,-73.989175,40.72606,1
2012-11-08 20:48:47.0000003,6,2012-11-08 20:48:47 UTC,-74.002598,40.715421,-73.991902,40.72216,1
2012-03-03 23:40:00.00000029,14.1,2012-03-03 23:40:00 UTC,-73.98382,40.74899,-73.915145,40.756922,1
2014-08-04 08:46:00.000000125,7,2014-08-04 08:46:00 UTC,-73.976142,40.781097,-73.980377,40.765365,3
2015-06-05 19:31:17.0000005,28.54,2015-06-05 19:31:17 UTC,-73.974906921386719,40.792568206787109,-73.924110412597656,40.792034149169922,2
2009-07-15 06:00:00.0000001,7.7,2009-07-15 06:00:00 UTC,-73.979724,40.743123,-74.005162,40.728581,1
2012-05-01 13:45:12.0000001,10.5,2012-05-01 13:45:12 UTC,-74.002277,40.755571,-74.014212,40.711821,1
2010-08-28 19:26:00.00000098,5.3,2010-08-28 19:26:00 UTC,-73.976818,40.740935,-73.98639,40.726093,1
2009-12-18 08:31:00.000000209,6.9,2009-12-18 08:31:00 UTC,-73.993455,40.749662,-73.989097,40.769372,1
2012-11-18 10:22:23.0000001,6,2012-11-18 10:22:23 UTC,-73.946717,40.772669,-73.95367,40.778818,1
2010-01-04 08:21:45.0000003,11.7,2010-01-04 08:21:45 UTC,-73.962049,40.770228,-73.967653,40.79644,1
2015-06-24 08:19:09.0000006,13,2015-06-24 08:19:09 UTC,-73.986701965332031,40.734073638916016,-73.983695983886719,40.765659332275391,1
2013-09-25 19:51:13.0000003,19.5,2013-09-25 19:51:13 UTC,-74.007647,40.742702,-73.964547,40.802102,1
2010-05-11 07:38:37.0000001,10.1,2010-05-11 07:38:37 UTC,-73.962259,40.776465,-73.989192,40.73879,1
2013-03-17 13:53:58.0000002,5,2013-03-17 13:53:58 UTC,-74.002596,40.714488,-73.998249,40.71969,1
2014-04-17 20:51:50.0000002,15.5,2014-04-17 20:51:50 UTC,0,0,0,0,1
2012-11-12 08:33:00.000000144,9.5,2012-11-12 08:33:00 UTC,-73.976222,40.77654,-73.962782,40.76666,1
2010-12-01 13:47:41.0000004,15.09,2010-12-01 13:47:41 UTC,-73.969655,40.765295,-73.973728,40.764756,4
2010-02-27 11:58:00.000000209,14.1,2010-02-27 11:58:00 UTC,-73.990372,40.755892,-73.980472,40.73342,1
2012-02-20 03:01:00.00000065,54.5,2012-02-20 03:01:00 UTC,-73.991295,40.734087,-74.04691,40.727462,1
2010-01-02 23:30:00.00000014,3.7,2010-01-02 23:30:00 UTC,-73.978932,40.78221,-73.976727,40.787555,2
2012-11-09 23:29:40.0000001,9.5,2012-11-09 23:29:40 UTC,-73.973368,40.7553,-73.999345,40.761325,1
2014-09-30 18:11:00.00000044,15.5,2014-09-30 18:11:00 UTC,-73.98969,40.77495,-73.98154,40.74477,1
2012-06-30 19:04:57.0000002,8.5,2012-06-30 19:04:57 UTC,-73.954074,40.784806,-73.981421,40.774419,1
2010-02-15 04:47:44.0000001,12.1,2010-02-15 04:47:44 UTC,-73.950344,40.779619,-73.9935,40.732618,1
2013-05-05 17:33:00.000000140,13,2013-05-05 17:33:00 UTC,-73.93972,40.794322,-73.976352,40.785822,1
2011-11-19 15:29:56.0000002,8.1,2011-11-19 15:29:56 UTC,-73.978625,40.787612,-73.955717,40.779384,2
2014-05-08 23:56:00.00000031,12,2014-05-08 23:56:00 UTC,-74.00647,40.709585,-74.000617,40.747562,5
2011-01-27 17:22:00.00000093,10.1,2011-01-27 17:22:00 UTC,-73.98884,40.722018,-73.958607,40.764335,3
2014-08-13 15:00:00.000000133,8.5,2014-08-13 15:00:00 UTC,-73.989815,40.754125,-73.979257,40.77772,1
2013-08-21 10:14:23.0000002,6,2013-08-21 10:14:23 UTC,-73.980752,40.774862,-73.986589,40.762423,1
2014-10-02 23:45:00.00000066,8.5,2014-10-02 23:45:00 UTC,-73.998895,40.729867,-73.981687,40.720722,2
2014-10-19 17:55:00.00000039,5,2014-10-19 17:55:00 UTC,-73.99044,40.73391,-73.99743,40.73655,1
2010-02-18 08:49:00.00000081,28.1,2010-02-18 08:49:00 UTC,-73.997452,40.683428,-73.991,40.755935,1
2011-10-22 00:23:20.0000002,4.9,2011-10-22 00:23:20 UTC,-73.976257,40.763705,-73.969085,40.757882,1
2014-01-12 18:45:18.0000002,12,2014-01-12 18:45:18 UTC,-73.988515,40.734673,-73.989984,40.761667,1
2012-10-04 20:13:00.000000257,8.5,2012-10-04 20:13:00 UTC,-73.976243,40.749223,-73.989413,40.726332,1
2012-07-17 20:49:00.000000214,9.3,2012-07-17 20:49:00 UTC,-73.97824,40.749202,-73.987602,40.7216,1
2010-08-19 18:15:00.000000234,35.47,2010-08-19 18:15:00 UTC,-73.863278,40.769118,-73.985747,40.75835,1
2009-08-25 12:55:00.000000142,12.5,2009-08-25 12:55:00 UTC,-74.009402,40.715523,-73.987532,40.750607,4
2012-03-06 23:09:00.00000083,6.5,2012-03-06 23:09:00 UTC,-73.960255,40.781822,-73.977748,40.76399,6
2009-10-12 21:01:00.000000151,5.7,2009-10-12 21:01:00 UTC,-73.972837,40.75483,-73.972852,40.764525,5
2013-05-13 17:54:22.0000002,7,2013-05-13 17:54:22 UTC,-73.98495,40.753627,-73.971238,40.754243,1
2009-08-10 05:07:07.0000002,18.1,2009-08-10 05:07:07 UTC,-73.973091,40.752974,-73.881295,40.741993,2
2012-12-18 15:26:06.0000004,8.5,2012-12-18 15:26:06 UTC,-73.982358,40.771958,-73.967823,40.787927,1
2014-11-02 08:51:53.0000002,5.5,2014-11-02 08:51:53 UTC,-73.955406,40.782482,-73.962284,40.774768,1
2014-10-08 10:11:00.00000011,20.5,2014-10-08 10:11:00 UTC,-73.991145,40.727615,-73.98483,40.710313,2
2012-08-06 18:00:00.000000206,8.5,2012-08-06 18:00:00 UTC,-73.96828,40.754665,-73.986085,40.730742,2
2013-02-06 09:38:00.00000058,7,2013-02-06 09:38:00 UTC,-74.003335,40.727072,-73.996188,40.738327,1
2012-03-23 22:09:39.0000004,16.1,2012-03-23 22:09:39 UTC,-74.002718,40.728732,-73.953322,40.715947,1
2011-09-21 09:09:00.00000034,8.1,2011-09-21 09:09:00 UTC,-73.981348,40.758302,-73.98573,40.747442,1
2015-05-10 00:07:30.0000004,7,2015-05-10 00:07:30 UTC,-73.981697082519531,40.768726348876953,-73.981201171875,40.754470825195312,1
2011-03-13 16:46:00.000000157,10.5,2011-03-13 16:46:00 UTC,-73.975523,40.74249,-73.98505,40.7305,1
2014-12-24 09:11:14.0000003,4.5,2014-12-24 09:11:14 UTC,-73.981037,40.785467,-73.978536,40.791758,1
2012-05-19 05:57:00.00000012,6.9,2012-05-19 05:57:00 UTC,-73.977341,40.746924,-73.991463,40.765485,2
2009-09-23 15:34:00.000000130,10.1,2009-09-23 15:34:00 UTC,-73.975083,40.745598,-74.002432,40.763862,1
2013-06-01 20:08:16.0000005,10,2013-06-01 20:08:16 UTC,-74.016158,40.715012,-73.99831,40.71949,3
2011-12-12 16:04:00.00000086,13.3,2011-12-12 16:04:00 UTC,-73.98648,40.725927,-73.946892,40.719232,1
2013-11-02 13:41:00.000000116,13.5,2013-11-02 13:41:00 UTC,-74.009012,40.702497,-73.994377,40.723727,1
2014-11-23 00:14:00.000000233,9.5,2014-11-23 00:14:00 UTC,-74.005485,40.719992,-73.994405,40.721185,1
2012-09-30 19:32:01.0000007,8.5,2012-09-30 19:32:01 UTC,-73.995959,40.732326,-74.003475,40.748598,4
2010-04-16 21:07:00.0000002,12.1,2010-04-16 21:07:00 UTC,-73.95481,40.767742,-73.958845,40.768563,1
2012-01-10 15:42:00.000000192,7.7,2012-01-10 15:42:00 UTC,-74.007433,40.707483,-74.00552,40.725712,4
2011-10-01 22:43:00.000000281,4.9,2011-10-01 22:43:00 UTC,-73.995602,40.724552,-74.005528,40.725968,2
2013-06-10 14:22:00.000000171,5.5,2013-06-10 14:22:00 UTC,-74.007225,40.727217,-73.996837,40.732465,2
2010-07-08 23:21:03.0000004,4.1,2010-07-08 23:21:03 UTC,-73.960606,40.778194,-73.961733,40.771076,1
2011-09-09 18:42:00.0000002,8.9,2011-09-09 18:42:00 UTC,-73.982243,40.731855,-73.990328,40.750545,2
2013-05-12 02:24:27.0000005,4,2013-05-12 02:24:27 UTC,-73.993745,40.727215,-73.989847,40.734043,1
2012-02-16 14:21:00.00000083,30.1,2012-02-16 14:21:00 UTC,-73.945855,40.803408,-73.939843,40.806108,1
2010-05-16 10:45:22.0000003,11.3,2010-05-16 10:45:22 UTC,-73.978084,40.729319,-73.951487,40.773636,1
2011-04-05 23:46:34.0000003,5.3,2011-04-05 23:46:34 UTC,-73.982602,40.751388,-73.981338,40.741183,1
2009-08-20 03:56:00.00000012,11.3,2009-08-20 03:56:00 UTC,-73.975958,40.78636,-73.946008,40.773077,5
2013-06-04 04:57:16.0000001,11,2013-06-04 04:57:16 UTC,-74.007166,40.705426,-73.991851,40.745846,1
2014-12-22 11:51:42.0000001,8,2014-12-22 11:51:42 UTC,-73.956829,40.766686,-73.954792,40.780212,1
2010-10-05 17:21:00.000000217,8.1,2010-10-05 17:21:00 UTC,-73.973907,40.764418,-73.9779,40.757438,1
2014-02-24 21:33:10.0000001,13,2014-02-24 21:33:10 UTC,-73.973817,40.763032,-73.985181,40.723987,1
2010-06-28 21:51:00.000000104,6.9,2010-06-28 21:51:00 UTC,-73.89957,40.750407,-73.89957,40.750407,1
2012-03-18 12:00:00.000000159,49.8,2012-03-18 12:00:00 UTC,-73.966368,40.773337,-73.776368,40.645452,5
2009-11-05 20:56:03.0000006,6.5,2009-11-05 20:56:03 UTC,-73.999078,40.723458,-74.010525,40.711303,1
2010-10-05 13:48:20.0000002,49.57,2010-10-05 13:48:20 UTC,-73.978378,40.764318,-73.790302,40.646797,1
2014-03-21 15:21:00.000000157,26.5,2014-03-21 15:21:00 UTC,-73.966155,40.773685,-74.007447,40.726407,1
2011-05-29 17:10:51.0000001,4.1,2011-05-29 17:10:51 UTC,-74.002204,40.71918,-74.010019,40.710596,1
2014-05-12 15:46:12.0000004,7,2014-05-12 15:46:12 UTC,-73.985296,40.759515,-73.982167,40.774057,4
2009-04-17 21:56:00.000000161,8.5,2009-04-17 21:56:00 UTC,-73.991705,40.7707,-73.982278,40.75189,1
2012-09-08 22:27:00.00000025,6,2012-09-08 22:27:00 UTC,-73.983943,40.762272,-73.97991,40.753345,5
2012-12-01 00:59:25.0000005,5.5,2012-12-01 00:59:25 UTC,-73.982137,40.775153,-73.97637,40.788943,1
2009-10-12 12:58:30.0000002,3.7,2009-10-12 12:58:30 UTC,-73.960487,40.769502,-73.957738,40.776254,1
2012-12-18 04:32:13.0000001,12,2012-12-18 04:32:13 UTC,-73.958802,40.712811,-73.920337,40.696132,1
2011-06-20 11:55:00.000000119,4.5,2011-06-20 11:55:00 UTC,-74.051813,40.77536,-74.050538,40.77215,2
2010-05-14 23:45:06.0000003,2.5,2010-05-14 23:45:06 UTC,-73.965915,40.800819,-73.965915,40.800819,1
2010-09-27 22:59:38.0000002,4.5,2010-09-27 22:59:38 UTC,-73.992411,40.730497,-73.994409,40.721267,2
2010-01-06 12:32:00.000000162,6.1,2010-01-06 12:32:00 UTC,-73.972728,40.761087,-73.983395,40.76209,2
2011-09-30 18:45:44.0000004,4.9,2011-09-30 18:45:44 UTC,-73.969103,40.757655,-73.956649,40.766403,1
2011-12-25 02:23:18.0000002,3.7,2011-12-25 02:23:18 UTC,0,0,0,0,1
2012-11-08 21:06:59.0000003,7,2012-11-08 21:06:59 UTC,-73.965539,40.766876,-73.95558,40.787982,1
2011-03-22 18:08:04.0000005,13.7,2011-03-22 18:08:04 UTC,-74.007513,40.71173,-73.966296,40.756537,1
2015-06-10 17:41:43.0000007,12,2015-06-10 17:41:43 UTC,-73.962272644042969,40.779254913330078,-73.9889144897461,40.774257659912109,1
2011-08-05 22:15:17.0000001,8.1,2011-08-05 22:15:17 UTC,-73.9829,40.7421,-73.9975,40.7571,3
2009-04-22 23:02:00.000000215,4.5,2009-04-22 23:02:00 UTC,-73.97292,40.753007,-73.969103,40.764317,2
2011-04-10 12:10:00.00000070,10.9,2011-04-10 12:10:00 UTC,-73.998468,40.717102,-73.991465,40.749032,1
2013-05-30 20:32:23.0000002,7,2013-05-30 20:32:23 UTC,-73.989604,40.736775,-74.006559,40.735795,1
2012-03-13 18:03:36.0000004,5.7,2012-03-13 18:03:36 UTC,-73.96665,40.767476,-73.980714,40.767542,1
2010-11-12 10:32:41.0000002,10.5,2010-11-12 10:32:41 UTC,-73.978518,40.745166,-73.957712,40.773694,1
